trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
8698,31,2018-08-12,Withdrawal,Remittance to Another Bank,10202,55420.7,Household ,Bank Creditas,42430687
8699,31,2018-09-12,Withdrawal,Remittance to Another Bank,10202,34876.3,Household ,Bank Creditas,42430687
8700,31,2018-10-12,Withdrawal,Remittance to Another Bank,10202,63493.4,Household ,Bank Creditas,42430687
8701,31,2018-11-12,Withdrawal,Remittance to Another Bank,10202,61363.9,Household ,Bank Creditas,42430687
8702,31,2018-12-12,Withdrawal,Remittance to Another Bank,10202,85184.3,Household ,Bank Creditas,42430687
8752,31,2018-05-02,Withdrawal,Withdrawal in cash,24971,37491.8,,,
8753,31,2018-01-16,Withdrawal,Withdrawal in cash,9516,95528.3,,,
8754,31,2018-03-30,Withdrawal,Withdrawal in cash,19293,31587.0,,,
8755,31,2018-01-19,Withdrawal,Withdrawal in cash,9676,85852.3,,,
8793,31,2018-12-22,Withdrawal,Withdrawal in cash,8100,80394.3,,,
8802,31,2018-02-17,Withdrawal,Withdrawal in cash,12900,22676.5,,,
8803,31,2018-05-02,Withdrawal,Withdrawal in cash,7500,29991.8,,,
8804,31,2018-06-26,Withdrawal,Withdrawal in cash,12300,50355.6,,,
8805,31,2018-04-06,Withdrawal,Withdrawal in cash,3300,77638.7,,,
8806,31,2018-02-01,Withdrawal,Withdrawal in cash,11400,45778.5,,,
8807,31,2018-12-25,Withdrawal,Withdrawal in cash,11100,67082.3,,,
8839,31,2018-01-31,Withdrawal,Withdrawal in cash,15,57178.5,Payment on Statement,,
8840,31,2018-02-28,Withdrawal,Withdrawal in cash,15,26427.0,Payment on Statement,,
8841,31,2018-03-31,Withdrawal,Withdrawal in cash,15,31844.7,Payment on Statement,,
8842,31,2018-04-30,Withdrawal,Withdrawal in cash,15,62462.8,Payment on Statement,,
8843,31,2018-05-31,Withdrawal,Withdrawal in cash,15,73551.6,Payment on Statement,,
8844,31,2018-06-30,Withdrawal,Withdrawal in cash,15,50679.9,Payment on Statement,,
8845,31,2018-07-31,Withdrawal,Withdrawal in cash,15,65622.7,Payment on Statement,,
8846,31,2018-08-31,Withdrawal,Withdrawal in cash,15,45078.3,Payment on Statement,,
8847,31,2018-09-30,Withdrawal,Withdrawal in cash,15,59552.4,Payment on Statement,,
8848,31,2018-10-31,Withdrawal,Withdrawal in cash,15,71565.9,Payment on Statement,,
8849,31,2018-11-30,Withdrawal,Withdrawal in cash,15,65110.3,Payment on Statement,,
8850,31,2018-12-31,Withdrawal,Withdrawal in cash,15,67360.5,Payment on Statement,,
8897,31,2018-01-08,Withdrawal,Withdrawal in cash,61700,43092.3,,,
8898,31,2018-01-12,Withdrawal,Withdrawal in cash,17600,101232.3,,,
8899,31,2018-01-14,Withdrawal,Withdrawal in cash,23800,105044.3,,,
8900,31,2018-01-22,Withdrawal,Withdrawal in cash,21900,56847.3,,,
8901,31,2018-01-22,Withdrawal,Withdrawal in cash,33100,78747.3,,,
8902,31,2018-02-21,Credit,Credit in cash ,3600,26276.5,,,
8903,31,2018-03-23,Withdrawal,Withdrawal in cash,22100,50880.0,,,
8904,31,2018-04-14,Withdrawal,Withdrawal in cash,24700,91926.7,,,
8905,31,2018-04-17,Withdrawal,Withdrawal in cash,29900,95482.7,,,
8906,31,2018-04-22,Withdrawal,Withdrawal in cash,33300,62182.7,,,
8907,31,2018-05-13,Withdrawal,Withdrawal in cash,34200,82832.8,,,
8908,31,2018-05-22,Withdrawal,Withdrawal in cash,26300,56532.8,,,
8909,31,2018-06-07,Withdrawal,Withdrawal in cash,18200,102200.6,,,
8910,31,2018-06-18,Withdrawal,Withdrawal in cash,33800,93455.6,,,
8911,31,2018-06-21,Withdrawal,Withdrawal in cash,30800,62655.6,,,
8912,31,2018-07-21,Withdrawal,Withdrawal in cash,28600,57932.9,,,
8913,31,2018-08-20,Withdrawal,Withdrawal in cash,22300,44852.7,,,
8914,31,2018-09-19,Withdrawal,Withdrawal in cash,4800,30076.3,,,
8915,31,2018-10-19,Withdrawal,Withdrawal in cash,19600,43893.4,,,
8916,31,2018-11-18,Withdrawal,Withdrawal in cash,18500,42863.9,,,
8917,31,2018-12-18,Withdrawal,Withdrawal in cash,31800,53384.3,,,
8918,31,2018-12-23,Withdrawal,Withdrawal in cash,42500,78182.3,,,
9009,32,2018-08-28,Credit,Credit in cash ,700,700.0,,,
9018,32,2018-09-11,Credit,Credit in cash ,16548,17248.0,,,
9019,32,2018-10-11,Credit,Credit in cash ,16548,39008.5,,,
9020,32,2018-11-11,Credit,Credit in cash ,16548,51058.0,,,
9021,32,2018-12-11,Credit,Credit in cash ,24822,63326.2,,,
9140,32,2018-09-27,Credit,Credit in cash ,5200,22448.0,,,
9141,32,2018-10-27,Withdrawal,Withdrawal in cash,4600,34408.5,,,
9142,32,2018-11-26,Withdrawal,Withdrawal in cash,12700,38358.0,,,
9143,32,2018-12-26,Withdrawal,Withdrawal in cash,16500,46826.2,,,
9245,33,2018-01-09,Credit,Credit in cash ,23589,70806.7,,,
9246,33,2018-02-09,Credit,Credit in cash ,23589,71628.9,,,
9247,33,2018-03-09,Credit,Credit in cash ,23589,73153.0,,,
9248,33,2018-04-09,Credit,Credit in cash ,23589,74786.6,,,
9249,33,2018-05-09,Credit,Credit in cash ,23589,73720.3,,,
9250,33,2018-06-09,Credit,Credit in cash ,35384,90454.9,,,
9251,33,2018-07-09,Credit,Credit in cash ,23589,86131.3,,,
9252,33,2018-08-09,Credit,Credit in cash ,23589,83404.9,,,
9253,33,2018-09-09,Credit,Credit in cash ,23589,77659.4,,,
9254,33,2018-10-09,Credit,Credit in cash ,23589,78097.0,,,
9255,33,2018-11-09,Credit,Credit in cash ,23589,77242.6,,,
9256,33,2018-12-09,Credit,Credit in cash ,35384,93384.7,,,
9317,33,2018-01-08,Withdrawal,Remittance to Another Bank,3892,47217.7,Household ,Raiffeisen bank,33047658
9318,33,2018-02-08,Withdrawal,Remittance to Another Bank,3892,48039.9,Household ,Raiffeisen bank,33047658
9319,33,2018-03-08,Withdrawal,Remittance to Another Bank,3892,49564.0,Household ,Raiffeisen bank,33047658
9320,33,2018-04-08,Withdrawal,Remittance to Another Bank,3892,51197.6,Household ,Raiffeisen bank,33047658
9321,33,2018-05-08,Withdrawal,Remittance to Another Bank,3892,50131.3,Household ,Raiffeisen bank,33047658
9322,33,2018-06-08,Withdrawal,Remittance to Another Bank,3892,55070.9,Household ,Raiffeisen bank,33047658
9323,33,2018-07-08,Withdrawal,Remittance to Another Bank,3892,62542.3,Household ,Raiffeisen bank,33047658
9324,33,2018-08-08,Withdrawal,Remittance to Another Bank,3892,59815.9,Household ,Raiffeisen bank,33047658
9325,33,2018-09-08,Withdrawal,Remittance to Another Bank,3892,54070.4,Household ,Raiffeisen bank,33047658
9326,33,2018-10-08,Withdrawal,Remittance to Another Bank,3892,54508.0,Household ,Raiffeisen bank,33047658
9327,33,2018-11-08,Withdrawal,Remittance to Another Bank,3892,53653.6,Household ,Raiffeisen bank,33047658
9328,33,2018-12-08,Withdrawal,Remittance to Another Bank,3892,58000.7,Household ,Raiffeisen bank,33047658
9367,33,2018-12-23,Withdrawal,Credit card withdrawal,2600,63584.7,,,0
9386,33,2018-12-23,Withdrawal,Credit card withdrawal,3600,66184.7,,,0
9387,33,2018-09-11,Withdrawal,Credit card withdrawal,4100,73559.4,,,0
9388,33,2018-08-20,Withdrawal,Withdrawal in cash,3400,57704.9,,,
9389,33,2018-01-02,Withdrawal,Withdrawal in cash,2900,51109.7,,,
9390,33,2018-11-01,Withdrawal,Credit card withdrawal,3300,57545.6,,,0
9428,33,2018-01-31,Withdrawal,Withdrawal in cash,15,51931.9,Payment on Statement,,
9429,33,2018-02-28,Withdrawal,Withdrawal in cash,15,53456.0,Payment on Statement,,
9430,33,2018-03-31,Withdrawal,Withdrawal in cash,15,55089.6,Payment on Statement,,
9431,33,2018-04-30,Withdrawal,Withdrawal in cash,15,54023.3,Payment on Statement,,
9432,33,2018-05-31,Withdrawal,Withdrawal in cash,15,58962.9,Payment on Statement,,
9433,33,2018-06-30,Withdrawal,Withdrawal in cash,15,66434.3,Payment on Statement,,
9434,33,2018-07-31,Withdrawal,Withdrawal in cash,15,63707.9,Payment on Statement,,
9435,33,2018-08-31,Withdrawal,Withdrawal in cash,15,57962.4,Payment on Statement,,
9436,33,2018-09-30,Withdrawal,Withdrawal in cash,15,58400.0,Payment on Statement,,
9437,33,2018-10-31,Withdrawal,Withdrawal in cash,15,60845.6,Payment on Statement,,
9438,33,2018-11-30,Withdrawal,Withdrawal in cash,15,61892.7,Payment on Statement,,
9439,33,2018-12-31,Withdrawal,Withdrawal in cash,15,63862.4,Payment on Statement,,
9491,33,2018-01-18,Withdrawal,Withdrawal in cash,19100,51706.7,,,
9492,33,2018-02-17,Withdrawal,Withdrawal in cash,18400,53228.9,,,
9493,33,2018-03-19,Withdrawal,Withdrawal in cash,18300,54853.0,,,
9494,33,2018-04-18,Withdrawal,Withdrawal in cash,21000,53786.6,,,
9495,33,2018-05-18,Withdrawal,Withdrawal in cash,15000,58720.3,,,
9496,33,2018-06-17,Withdrawal,Withdrawal in cash,24300,66154.9,,,
9497,33,2018-07-17,Withdrawal,Withdrawal in cash,22700,63431.3,,,
9498,33,2018-08-16,Withdrawal,Withdrawal in cash,22300,61104.9,,,
9499,33,2018-09-15,Withdrawal,Withdrawal in cash,15400,58159.4,,,
9500,33,2018-10-15,Withdrawal,Withdrawal in cash,17500,60597.0,,,
9501,33,2018-11-14,Withdrawal,Withdrawal in cash,15600,61642.6,,,
9502,33,2018-12-14,Withdrawal,Withdrawal in cash,23600,69784.7,,,
9631,34,2018-01-11,Credit,Electronic funds transfer,31845,63316.2,,Trinity Bank,2569228
9632,34,2018-02-11,Credit,Electronic funds transfer,31845,67776.8,,Trinity Bank,2569228
9633,34,2018-03-11,Credit,Electronic funds transfer,31845,93261.3,,Trinity Bank,2569228
9634,34,2018-04-11,Credit,Electronic funds transfer,31845,72036.1,,Trinity Bank,2569228
9635,34,2018-05-11,Credit,Electronic funds transfer,31845,72623.9,,Trinity Bank,2569228
9636,34,2018-06-11,Credit,Electronic funds transfer,47768,83942.0,,Trinity Bank,2569228
9637,34,2018-07-11,Credit,Electronic funds transfer,31845,80787.1,,Trinity Bank,2569228
9638,34,2018-08-11,Credit,Electronic funds transfer,31845,79923.3,,Trinity Bank,2569228
9639,34,2018-09-11,Credit,Electronic funds transfer,31845,77066.0,,Trinity Bank,2569228
9640,34,2018-10-11,Credit,Electronic funds transfer,31845,78995.8,,Trinity Bank,2569228
9641,34,2018-11-11,Credit,Electronic funds transfer,31845,76629.3,,Trinity Bank,2569228
9642,34,2018-12-11,Credit,Electronic funds transfer,47768,94579.7,,Trinity Bank,2569228
9775,34,2018-01-08,Withdrawal,Remittance to Another Bank,502,43071.2,Household ,Moneta Money Bank,19993174
9776,34,2018-02-08,Withdrawal,Remittance to Another Bank,502,43431.8,Household ,Moneta Money Bank,19993174
9777,34,2018-03-08,Withdrawal,Remittance to Another Bank,502,61416.3,Household ,Moneta Money Bank,19993174
9778,34,2018-04-08,Withdrawal,Remittance to Another Bank,502,52691.1,Household ,Moneta Money Bank,19993174
9779,34,2018-05-08,Withdrawal,Remittance to Another Bank,502,61178.9,Household ,Moneta Money Bank,19993174
9780,34,2018-06-08,Withdrawal,Remittance to Another Bank,502,54274.0,Household ,Moneta Money Bank,19993174
9781,34,2018-07-08,Withdrawal,Remittance to Another Bank,502,77642.1,Household ,Moneta Money Bank,19993174
9782,34,2018-08-08,Withdrawal,Remittance to Another Bank,502,68478.3,Household ,Moneta Money Bank,19993174
9783,34,2018-09-08,Withdrawal,Remittance to Another Bank,502,45221.0,Household ,Moneta Money Bank,19993174
9784,34,2018-10-08,Withdrawal,Remittance to Another Bank,502,47150.8,Household ,Moneta Money Bank,19993174
9785,34,2018-11-08,Withdrawal,Remittance to Another Bank,502,44784.3,Household ,Moneta Money Bank,19993174
9786,34,2018-12-08,Withdrawal,Remittance to Another Bank,502,46811.7,Household ,Moneta Money Bank,19993174
9847,34,2018-01-11,Withdrawal,Remittance to Another Bank,6070,57246.2,,PPF Bank,58999049
9848,34,2018-02-11,Withdrawal,Remittance to Another Bank,6070,61706.8,,PPF Bank,58999049
9849,34,2018-03-11,Withdrawal,Remittance to Another Bank,6070,52991.3,,PPF Bank,58999049
9850,34,2018-04-11,Withdrawal,Remittance to Another Bank,6070,65966.1,,PPF Bank,58999049
9851,34,2018-05-11,Withdrawal,Remittance to Another Bank,6070,66553.9,,PPF Bank,58999049
9852,34,2018-06-11,Withdrawal,Remittance to Another Bank,6070,77872.0,,PPF Bank,58999049
9853,34,2018-07-11,Withdrawal,Remittance to Another Bank,6070,74717.1,,PPF Bank,58999049
9854,34,2018-08-11,Withdrawal,Remittance to Another Bank,6070,73853.3,,PPF Bank,58999049
9855,34,2018-09-11,Withdrawal,Remittance to Another Bank,6070,70996.0,,PPF Bank,58999049
9856,34,2018-10-11,Withdrawal,Remittance to Another Bank,6070,72925.8,,PPF Bank,58999049
9857,34,2018-11-11,Withdrawal,Remittance to Another Bank,6070,70559.3,,PPF Bank,58999049
9858,34,2018-12-11,Withdrawal,Remittance to Another Bank,6070,88509.7,,PPF Bank,58999049
9921,34,2018-12-16,Withdrawal,Withdrawal in cash,3000,85509.7,,,
9937,34,2018-07-13,Withdrawal,Withdrawal in cash,6000,68717.1,,,
9938,34,2018-04-13,Withdrawal,Withdrawal in cash,4500,61466.1,,,
9939,34,2018-02-06,Withdrawal,Withdrawal in cash,13500,43933.8,,,
9940,34,2018-05-16,Withdrawal,Withdrawal in cash,3000,63553.9,,,
9941,34,2018-05-25,Withdrawal,Withdrawal in cash,9000,54553.9,,,
9980,34,2018-01-31,Withdrawal,Withdrawal in cash,30,57433.8,Payment on Statement,,
9981,34,2018-02-28,Withdrawal,Withdrawal in cash,30,61918.3,Payment on Statement,,
9982,34,2018-03-31,Withdrawal,Withdrawal in cash,30,53193.1,Payment on Statement,,
9983,34,2018-04-30,Withdrawal,Withdrawal in cash,30,61680.9,Payment on Statement,,
9984,34,2018-05-31,Withdrawal,Withdrawal in cash,30,54776.0,Payment on Statement,,
9985,34,2018-06-30,Withdrawal,Withdrawal in cash,30,78144.1,Payment on Statement,,
9986,34,2018-07-31,Withdrawal,Withdrawal in cash,30,68980.3,Payment on Statement,,
9987,34,2018-08-31,Withdrawal,Withdrawal in cash,30,74123.0,Payment on Statement,,
9988,34,2018-09-30,Withdrawal,Withdrawal in cash,30,71252.8,Payment on Statement,,
9989,34,2018-10-31,Withdrawal,Withdrawal in cash,30,73186.3,Payment on Statement,,
9990,34,2018-11-30,Withdrawal,Withdrawal in cash,30,70813.7,Payment on Statement,,
9991,34,2018-12-31,Withdrawal,Withdrawal in cash,30,85811.3,Payment on Statement,,
10042,34,2018-01-10,Withdrawal,Withdrawal in cash,11600,31471.2,,,
10043,34,2018-02-09,Withdrawal,Withdrawal in cash,7500,35931.8,,,
10044,34,2018-03-11,Withdrawal,Withdrawal in cash,34200,59061.3,,,
10045,34,2018-04-10,Withdrawal,Withdrawal in cash,12500,40191.1,,,
10046,34,2018-05-10,Withdrawal,Withdrawal in cash,20400,40778.9,,,
10047,34,2018-06-09,Withdrawal,Withdrawal in cash,18100,36174.0,,,
10048,34,2018-07-09,Withdrawal,Withdrawal in cash,28700,48942.1,,,
10049,34,2018-08-08,Withdrawal,Withdrawal in cash,20400,48078.3,,,
10050,34,2018-09-07,Withdrawal,Withdrawal in cash,28400,45723.0,,,
10051,34,2018-10-07,Withdrawal,Withdrawal in cash,23600,47652.8,,,
10052,34,2018-11-06,Withdrawal,Withdrawal in cash,27900,45286.3,,,
10053,34,2018-12-06,Withdrawal,Withdrawal in cash,23500,47313.7,,,
10179,35,2018-01-05,Credit,Electronic funds transfer,5446,29055.2,Old-age Pension,Bank Creditas,60448020
10180,35,2018-02-05,Credit,Electronic funds transfer,5446,24917.4,Old-age Pension,Bank Creditas,60448020
10181,35,2018-03-05,Credit,Electronic funds transfer,5446,28055.5,Old-age Pension,Bank Creditas,60448020
10182,35,2018-04-05,Credit,Electronic funds transfer,5446,31107.0,Old-age Pension,Bank Creditas,60448020
10183,35,2018-05-05,Credit,Electronic funds transfer,5446,31488.7,Old-age Pension,Bank Creditas,60448020
10184,35,2018-06-05,Credit,Electronic funds transfer,5446,30713.1,Old-age Pension,Bank Creditas,60448020
10185,35,2018-07-05,Credit,Electronic funds transfer,5446,18881.9,Old-age Pension,Bank Creditas,60448020
10186,35,2018-08-05,Credit,Electronic funds transfer,5446,21995.0,Old-age Pension,Bank Creditas,60448020
10187,35,2018-09-05,Credit,Electronic funds transfer,5446,25121.0,Old-age Pension,Bank Creditas,60448020
10188,35,2018-10-05,Credit,Electronic funds transfer,5446,27259.1,Old-age Pension,Bank Creditas,60448020
10189,35,2018-11-05,Credit,Electronic funds transfer,5446,27804.6,Old-age Pension,Bank Creditas,60448020
10190,35,2018-12-05,Credit,Electronic funds transfer,5446,21847.3,Old-age Pension,Bank Creditas,60448020
10251,35,2018-01-13,Withdrawal,Remittance to Another Bank,1022,23311.2,Household ,UniCredit Bank,56788617
10252,35,2018-02-13,Withdrawal,Remittance to Another Bank,1022,22533.4,Household ,UniCredit Bank,56788617
10253,35,2018-03-13,Withdrawal,Remittance to Another Bank,1022,25671.5,Household ,UniCredit Bank,56788617
10254,35,2018-04-13,Withdrawal,Remittance to Another Bank,1022,28723.0,Household ,UniCredit Bank,56788617
10255,35,2018-05-13,Withdrawal,Remittance to Another Bank,1022,29104.7,Household ,UniCredit Bank,56788617
10256,35,2018-06-13,Withdrawal,Remittance to Another Bank,1022,13379.1,Household ,UniCredit Bank,56788617
10257,35,2018-07-13,Withdrawal,Remittance to Another Bank,1022,16497.9,Household ,UniCredit Bank,56788617
10258,35,2018-08-13,Withdrawal,Remittance to Another Bank,1022,19611.0,Household ,UniCredit Bank,56788617
10259,35,2018-09-13,Withdrawal,Remittance to Another Bank,1022,22737.0,Household ,UniCredit Bank,56788617
10260,35,2018-10-13,Withdrawal,Remittance to Another Bank,1022,24875.1,Household ,UniCredit Bank,56788617
10261,35,2018-11-13,Withdrawal,Remittance to Another Bank,1022,25420.6,Household ,UniCredit Bank,56788617
10262,35,2018-12-13,Withdrawal,Remittance to Another Bank,1022,19463.3,Household ,UniCredit Bank,56788617
10323,35,2018-01-09,Withdrawal,Remittance to Another Bank,1362,25533.2,,UniCredit Bank,99848401
10324,35,2018-02-09,Withdrawal,Remittance to Another Bank,1362,23555.4,,UniCredit Bank,99848401
10325,35,2018-03-09,Withdrawal,Remittance to Another Bank,1362,26693.5,,UniCredit Bank,99848401
10326,35,2018-04-09,Withdrawal,Remittance to Another Bank,1362,29745.0,,UniCredit Bank,99848401
10327,35,2018-05-09,Withdrawal,Remittance to Another Bank,1362,30126.7,,UniCredit Bank,99848401
10328,35,2018-06-09,Withdrawal,Remittance to Another Bank,1362,29351.1,,UniCredit Bank,99848401
10329,35,2018-07-09,Withdrawal,Remittance to Another Bank,1362,17519.9,,UniCredit Bank,99848401
10330,35,2018-08-09,Withdrawal,Remittance to Another Bank,1362,20633.0,,UniCredit Bank,99848401
10331,35,2018-09-09,Withdrawal,Remittance to Another Bank,1362,23759.0,,UniCredit Bank,99848401
10332,35,2018-10-09,Withdrawal,Remittance to Another Bank,1362,25897.1,,UniCredit Bank,99848401
10333,35,2018-11-09,Withdrawal,Remittance to Another Bank,1362,26442.6,,UniCredit Bank,99848401
10334,35,2018-12-09,Withdrawal,Remittance to Another Bank,1362,20485.3,,UniCredit Bank,99848401
10373,35,2018-06-10,Withdrawal,Withdrawal in cash,14950,14401.1,,,
10389,35,2018-01-01,Withdrawal,Withdrawal in cash,800,23609.2,,,
10390,35,2018-01-14,Withdrawal,Withdrawal in cash,1360,21951.2,,,
10391,35,2018-01-22,Withdrawal,Withdrawal in cash,1440,20511.2,,,
10392,35,2018-01-25,Withdrawal,Withdrawal in cash,1120,19391.2,,,
10393,35,2018-01-12,Withdrawal,Withdrawal in cash,1200,24333.2,,,
10394,35,2018-01-07,Withdrawal,Withdrawal in cash,2160,26895.2,,,
10421,35,2018-11-27,Withdrawal,Withdrawal in cash,3600,16320.6,,,
10422,35,2018-05-28,Withdrawal,Withdrawal in cash,1840,27264.7,,,
10424,35,2018-04-23,Withdrawal,Withdrawal in cash,1680,27043.0,,,
10469,35,2018-01-31,Withdrawal,Withdrawal in cash,15,19471.4,Payment on Statement,,
10470,35,2018-02-28,Withdrawal,Withdrawal in cash,15,22609.5,Payment on Statement,,
10471,35,2018-03-31,Withdrawal,Withdrawal in cash,15,25661.0,Payment on Statement,,
10472,35,2018-04-30,Withdrawal,Withdrawal in cash,15,26042.7,Payment on Statement,,
10473,35,2018-05-31,Withdrawal,Withdrawal in cash,15,25267.1,Payment on Statement,,
10474,35,2018-06-30,Withdrawal,Withdrawal in cash,15,13435.9,Payment on Statement,,
10475,35,2018-07-31,Withdrawal,Withdrawal in cash,15,16549.0,Payment on Statement,,
10476,35,2018-08-31,Withdrawal,Withdrawal in cash,15,19675.0,Payment on Statement,,
10477,35,2018-09-30,Withdrawal,Withdrawal in cash,15,21813.1,Payment on Statement,,
10478,35,2018-10-31,Withdrawal,Withdrawal in cash,15,22358.6,Payment on Statement,,
10479,35,2018-11-30,Withdrawal,Withdrawal in cash,15,16401.3,Payment on Statement,,
10480,35,2018-12-31,Withdrawal,Withdrawal in cash,15,18325.3,Payment on Statement,,
10522,35,2018-03-29,Withdrawal,Withdrawal in cash,100,25571.5,,,
10523,35,2018-04-28,Withdrawal,Withdrawal in cash,1100,25943.0,,,
10524,35,2018-05-28,Withdrawal,Withdrawal in cash,2100,25164.7,,,
10525,35,2018-09-25,Withdrawal,Withdrawal in cash,1000,21737.0,,,
10526,35,2018-10-25,Withdrawal,Withdrawal in cash,2600,22275.1,,,
10527,35,2018-11-24,Withdrawal,Withdrawal in cash,5500,19920.6,,,
10528,35,2018-12-24,Withdrawal,Withdrawal in cash,1200,18263.3,,,
10637,36,2018-01-05,Credit,Credit in cash ,19852,60737.1,,,
10638,36,2018-02-05,Credit,Credit in cash ,19852,39828.9,,,
10639,36,2018-03-05,Credit,Credit in cash ,19852,47936.8,,,
10640,36,2018-04-05,Credit,Credit in cash ,19852,54077.0,,,
10641,36,2018-05-05,Credit,Credit in cash ,19852,55264.4,,,
10642,36,2018-06-05,Credit,Credit in cash ,29778,66042.7,,,
10643,36,2018-07-05,Credit,Credit in cash ,19852,42787.2,,,
10644,36,2018-08-05,Credit,Credit in cash ,19852,52006.5,,,
10645,36,2018-09-05,Credit,Credit in cash ,19852,55052.6,,,
10646,36,2018-10-05,Credit,Credit in cash ,19852,58402.7,,,
10647,36,2018-11-05,Credit,Credit in cash ,19852,60063.0,,,
10648,36,2018-12-05,Credit,Credit in cash ,29778,66430.4,,,
10709,36,2018-01-05,Withdrawal,Remittance to Another Bank,4069,55348.1,Household ,J&T Bank ,80693810
10710,36,2018-02-05,Withdrawal,Remittance to Another Bank,4069,35759.9,Household ,J&T Bank ,80693810
10711,36,2018-03-05,Withdrawal,Remittance to Another Bank,4069,43867.8,Household ,J&T Bank ,80693810
10712,36,2018-04-05,Withdrawal,Remittance to Another Bank,4069,50008.0,Household ,J&T Bank ,80693810
10713,36,2018-05-05,Withdrawal,Remittance to Another Bank,4069,51195.4,Household ,J&T Bank ,80693810
10714,36,2018-06-05,Withdrawal,Remittance to Another Bank,4069,61973.7,Household ,J&T Bank ,80693810
14,1,2019-01-13,Credit,Electronic funds transfer,3679,17870.0,,Kameron bank,41403269
15,1,2019-02-13,Credit,Electronic funds transfer,3679,14806.5,,Kameron bank,41403269
16,1,2019-03-13,Credit,Electronic funds transfer,3679,16178.6,,Kameron bank,41403269
17,1,2019-04-13,Credit,Electronic funds transfer,3679,17656.8,,Kameron bank,41403269
18,1,2019-05-13,Credit,Electronic funds transfer,3679,16936.7,,Kameron bank,41403269
19,1,2019-06-13,Credit,Electronic funds transfer,3679,15652.4,,Kameron bank,41403269
20,1,2019-07-13,Credit,Electronic funds transfer,3679,17970.4,,Kameron bank,41403269
21,1,2019-08-13,Credit,Electronic funds transfer,3679,18125.5,,Kameron bank,41403269
22,1,2019-09-13,Credit,Electronic funds transfer,3679,20403.7,,Kameron bank,41403269
23,1,2019-10-13,Credit,Electronic funds transfer,3679,19994.8,,Kameron bank,41403269
24,1,2019-11-13,Credit,Electronic funds transfer,3679,18010.5,,Kameron bank,41403269
25,1,2019-12-13,Credit,Electronic funds transfer,3679,16495.3,,Kameron bank,41403269
62,1,2019-01-05,Withdrawal,Remittance to Another Bank,2452,15511.0,Household ,Air Bank ,87144583
63,1,2019-02-05,Withdrawal,Remittance to Another Bank,2452,11127.5,Household ,Air Bank ,87144583
64,1,2019-03-05,Withdrawal,Remittance to Another Bank,2452,12499.6,Household ,Air Bank ,87144583
65,1,2019-04-05,Withdrawal,Remittance to Another Bank,2452,13977.8,Household ,Air Bank ,87144583
66,1,2019-05-05,Withdrawal,Remittance to Another Bank,2452,13257.7,Household ,Air Bank ,87144583
67,1,2019-06-05,Withdrawal,Remittance to Another Bank,2452,11973.4,Household ,Air Bank ,87144583
68,1,2019-07-05,Withdrawal,Remittance to Another Bank,2452,14291.4,Household ,Air Bank ,87144583
69,1,2019-08-05,Withdrawal,Remittance to Another Bank,2452,14446.5,Household ,Air Bank ,87144583
70,1,2019-09-05,Withdrawal,Remittance to Another Bank,2452,16724.7,Household ,Air Bank ,87144583
71,1,2019-10-05,Withdrawal,Remittance to Another Bank,2452,16315.8,Household ,Air Bank ,87144583
72,1,2019-11-05,Withdrawal,Remittance to Another Bank,2452,14331.5,Household ,Air Bank ,87144583
73,1,2019-12-05,Withdrawal,Remittance to Another Bank,2452,12816.3,Household ,Air Bank ,87144583
99,1,2019-12-18,Withdrawal,Withdrawal in cash,180,12615.3,,Sky Bank,
108,1,2019-01-21,Withdrawal,Withdrawal in cash,870,13950.0,,Sky Bank,
109,1,2019-01-18,Withdrawal,Withdrawal in cash,150,14820.0,,Sky Bank,
110,1,2019-01-04,Withdrawal,Withdrawal in cash,210,17963.0,,Sky Bank,
111,1,2019-01-09,Withdrawal,Withdrawal in cash,720,14611.0,,Sky Bank,
112,1,2019-01-09,Withdrawal,Withdrawal in cash,180,15331.0,,Sky Bank,
113,1,2019-01-10,Withdrawal,Withdrawal in cash,420,14191.0,,Sky Bank,
131,1,2019-05-13,Withdrawal,Withdrawal in cash,660,16276.7,,Sky Bank,
132,1,2019-06-22,Withdrawal,Withdrawal in cash,360,16692.4,,Sky Bank,
133,1,2019-07-16,Withdrawal,Withdrawal in cash,990,17980.4,,Sky Bank,
134,1,2019-08-26,Withdrawal,Withdrawal in cash,1410,19115.5,,Sky Bank,
135,1,2019-10-13,Withdrawal,Withdrawal in cash,270,19724.8,,Sky Bank,
136,1,2019-08-05,Withdrawal,Withdrawal in cash,1140,16898.5,,Sky Bank,
137,1,2019-01-27,Withdrawal,Withdrawal in cash,420,13530.0,,Sky Bank,
164,1,2019-01-31,Withdrawal,Withdrawal in cash,15,13579.5,Payment on Statement,Sky Bank,
165,1,2019-03-01,Withdrawal,Withdrawal in cash,15,14951.6,Payment on Statement,Sky Bank,
166,1,2019-03-31,Withdrawal,Withdrawal in cash,15,16429.8,Payment on Statement,Sky Bank,
167,1,2019-04-30,Withdrawal,Withdrawal in cash,15,15709.7,Payment on Statement,Sky Bank,
168,1,2019-05-31,Withdrawal,Withdrawal in cash,15,14425.4,Payment on Statement,Sky Bank,
169,1,2019-06-30,Withdrawal,Withdrawal in cash,15,16743.4,Payment on Statement,Sky Bank,
